_id,id,geom,type,reported_location,locality,state,direction_of_travel,paved,toilet,lighting,shelter,water,bin,Table_or_Chair,comments,road_name,name,bbq,shade,power,disabled_toilet,off_the_road,waste_water,covered_table_or_Chair,BBQ
30193,8838,"{""type"":""Point"",""coordinates"":[144.14273,-31.7138]}",Formal,172.9km West of Cobar,CENTRAL DARLING,NSW,BOTH,,Y,Y,,Y,Y,Y,,BARRIER HIGHWAY,Baden Park Rest Area,N,Y,N,,,,,
30194,8839,"{""type"":""Point"",""coordinates"":[140.237348504,-20.2824700907]}",Formal,56km N Cloncurry,Cloncurry,QLD,Both,,N,,N,N,,N,bitumen motorist also,,,,,,N,,,,
30195,8840,"{""type"":""Point"",""coordinates"":[140.222913106,-19.6929433743]}",Formal,123km N Cloncurry,Cloncurry,QLD,Both,,N,,N,N,,N,bitumen motorist also,,,,,,N,,,,
30196,8841,"{""type"":""Point"",""coordinates"":[140.236554588,-19.3682887986]}",Formal,160km N Cloncurry,Cloncurry,QLD,Both,,N,,N,N,,N,bitumen motorist also,,,,,,N,,,,
30197,8842,"{""type"":""Point"",""coordinates"":[140.345906836,-19.2286983285]}",Formal,181km N Cloncurry,Cloncurry,QLD,Left,,N,,N,N,,N,large dirt stop,,,,,,N,,,,
30198,8843,"{""type"":""Point"",""coordinates"":[141.05379231,-17.6957103877]}",Formal,5km S Normanton,Normanton,QLD,Both,,N,,N,N,,N,inspection site also,,,,,,N,,,,
30199,8844,"{""type"":""Point"",""coordinates"":[147.1774,-35.10101]}",Formal,19km from Wagga Wagga and  78km to Narrandera,WAGGA WAGGA,NSW,BOTH,,N,N,,Y,Y,Y,Y,STURT HIGHWAY,Collingullie Truck Parking East Bound,N,Y,N,,,,,
30200,8846,"{""type"":""Point"",""coordinates"":[139.614251557,-18.7301585403]}",Formal,41km E Gregory,Gregory,QLD,Both,,N,,N,N,,N,small bit and large dirt,,,,,,N,,,,
30201,8847,"{""type"":""Point"",""coordinates"":[139.526458598,-18.696476965]}",Formal,31km E Gregory,Gregory,QLD,Both,,N,,N,N,,N,small bitumen stop,,,,,,N,,,,
30202,8848,"{""type"":""Point"",""coordinates"":[139.338173069,-18.6876424534]}",Formal,10km E Gregory,Gregory,QLD,Both,,N,,N,N,,N,small bitumen stop,,,,,,N,,,,
30203,8849,"{""type"":""Point"",""coordinates"":[139.265016844,-18.3047078618]}",Formal,42km N Gregory,Gregory,QLD,Both,,N,,N,N,,N,small gravel stops offset,,,,,,N,,,,
30204,8850,"{""type"":""Point"",""coordinates"":[139.259836941,-18.1354976782]}",Formal,59km S Burketown,Burketown,QLD,Both,,N,,N,N,,N,small bitumen stop,,,,,,N,,,,
30205,8851,"{""type"":""Point"",""coordinates"":[148.14823944,-23.4439138903]}",Formal,9km N Emerald,Emerald,QLD,Both,,N,,N,N,,N,inspection site also,,,,,,N,,,,
30206,8852,"{""type"":""Point"",""coordinates"":[147.300675019,-23.6573730109]}",Formal,95km W Emerald,Emerald,QLD,Both,,N,,Y,N,,Y,bitumen stop both sides,,,,,,N,,,,
30207,8853,"{""type"":""Point"",""coordinates"":[147.756746379,-23.5441409988]}",Formal,41km W Emerald,Emerald,QLD,Both,,N,,N,N,,N,signed motorist also,,,,,,N,,,,
30208,8854,"{""type"":""Point"",""coordinates"":[149.84006,-23.76842]}",Formal,21km E Duaringa,Duaringa,QLD,Left,,N,,N,N,,N,bitumen stop,,,,,,N,,,,
30209,8856,"{""type"":""Point"",""coordinates"":[153.55759,-28.24378]}",Formal,80km north of Ballina,TWEED,NSW,,,Y,N,,Y,Y,N,CHINDERAH SERVICE CENTRE SOUTHBOUND ONLY,PACIFIC HIGHWAY,Chinderah Southbound Service Centre,N,N,N,,,,,
30210,8859,"{""type"":""Point"",""coordinates"":[151.024575883,-23.8968526226]}",Formal,10.8km S Mount Larcom,Mount Larcom,QLD,Right,,N,,N,N,,N,large paved stop,,,,,,N,,,,
30211,8860,"{""type"":""Point"",""coordinates"":[150.826994688,-23.7316059543]}",Formal,18.5km N Mount Larcom,Mount Larcom,QLD,Left,,N,,N,N,,N,large stop,,,,,,N,,,,
30212,8861,"{""type"":""Point"",""coordinates"":[150.602226,-23.605114]}",Formal,6km NW Bajool,Bajool,QLD,Both,,N,,N,N,,N,staggered stops,,,,,,N,,,,
30213,8862,"{""type"":""Point"",""coordinates"":[150.263351995,-23.0345255461]}",Formal,30km N Yaamba,Yaamba,QLD,Both,,Y,,Y,N,,Y,HV LHS RA RHS,,,,,,Y,,,,
30214,8863,"{""type"":""Point"",""coordinates"":[150.236236911,-22.9860534083]}",Formal,14.2km SE Kunwarara,Kunwarara,QLD,Right,,N,,N,N,,N,motorist also,,,,,,N,,,,
30215,8864,"{""type"":""Point"",""coordinates"":[149.807699131,-22.7856694467]}",Formal,10km NW Marlborough,Marlborough,QLD,Both,,N,,N,N,,N,Informal,,,,,,N,,,,
30216,8865,"{""type"":""Point"",""coordinates"":[149.552518277,-22.6371177369]}",Formal,40km NW Marlborough,Marlborough,QLD,Both,,N,,N,N,,N,signed motorist also,,,,,,N,,,,
30217,8866,"{""type"":""Point"",""coordinates"":[149.626241482,-22.6868493487]}",Formal,32km NW Marlborough,Marlborough,QLD,Both,,N,,N,N,,N,signed motorist also,,,,,,N,,,,
30218,8867,"{""type"":""Point"",""coordinates"":[145.886002,-17.18195]}",Formal,15km SE Gordonvale,Gordonvale,QLD,Right,,N,,N,N,,N,opposite Fishery Falls Holiday Park,,,,,,N,,,,
30219,8868,"{""type"":""Point"",""coordinates"":[151.872659242,-24.9163070667]}",Formal,12.8km NW Gin Gin,Gin Gin,QLD,Both,,N,,N,N,,N,closed 2/15,,,,,,N,,,,
30220,8869,"{""type"":""Point"",""coordinates"":[149.95,-26.1066]}",Formal,2km N Wandoan,Wandoan,QLD,Both,,N,,N,N,,N,large paved HV rest area,,,,,,N,,,,
30221,8870,"{""type"":""Point"",""coordinates"":[151.711934427,-24.7357553665]}",Formal,46km NW Gin Gin,Gin Gin,QLD,Right,,N,,N,N,,N,large dirt stop,,,,,,N,,,,
30222,8871,"{""type"":""Point"",""coordinates"":[143.21673,-31.56864]}",Formal,16.6km West of Wilcannia,CENTRAL DARLING,NSW,BOTH,,Y,Y,,N,Y,Y,,BARRIER HIGHWAY,Netallie Hill Rest Area,N,Y,N,,,,,
30223,8872,"{""type"":""Point"",""coordinates"":[152.316056697,-24.8938064889]}",Formal,5km SW Bundaberg,Bundaberg,QLD,Right,,N,,N,N,,N,large bitumen stop,,,,,,N,,,,
30224,8874,"{""type"":""Point"",""coordinates"":[146.71085,-31.5477]}",Formal,47.0km West of Nyngan,BOGAN,NSW,,,N,N,,N,Y,N,,BARRIER HIGHWAY,East of Whiterock Rd turn off,N,N,N,,,,,
30225,8875,"{""type"":""Point"",""coordinates"":[151.290189487,-25.5239669542]}",Formal,9km N Mundubbera,Mundubbera,QLD,Both,,N,,N,N,,N,good design HV,,,,,,N,,,,
30226,8877,"{""type"":""Point"",""coordinates"":[150.940664654,-24.7955183089]}",Formal,23km W Monto,Monto,QLD,Right,,N,,N,N,,N,large bitumen stop,,,,,,N,,,,
30227,8878,"{""type"":""Point"",""coordinates"":[151.855117421,-26.3288527272]}",Formal,2km S Wondai,Wondai,QLD,Both,,N,,N,N,,N,bitumen stop,,,,,,N,,,,
30228,8880,"{""type"":""Point"",""coordinates"":[152.584192349,-25.7178004332]}",Formal,1km N Tiaro,Tiaro,QLD,Both,,N,,N,N,,N,large shady HV rest area,,,,,,N,,,,
30229,8881,"{""type"":""Point"",""coordinates"":[146.54633,-30.83089]}",Formal,26.41km NorthWest of Coolabah,BOGAN,NSW,BOTH,,N,N,,Y,Y,Y,,MITCHELL HIGHWAY,Byrock Rest Area,N,Y,N,,,,,
30230,8882,"{""type"":""Point"",""coordinates"":[151.067917286,-26.649314135]}",Formal,48km E Chinchilla,Chinchilla,QLD,Both,,N,,N,N,,N,bitumen both sides,,,,,,N,,,,
30231,8883,"{""type"":""Point"",""coordinates"":[143.83256,-32.26956]}",Formal,89.9km North of Ivanhoe,CENTRAL DARLING,NSW,BOTH,,N,N,,N,Y,Y,,COBB HIGHWAY,Half Way Tree,N,Y,N,,,,,
30232,8885,"{""type"":""Point"",""coordinates"":[151.288956631,-27.1592486447]}",Formal,3.5km NE Dalby,Dalby,QLD,Both,,N,,N,N,,N,bitumen both sides,,,,,,N,,,,
30233,8886,"{""type"":""Point"",""coordinates"":[151.742706312,-27.6371207287]}",Formal,22km SW Toowoomba,Toowoomba,QLD,Right,,N,,N,N,,N,large bitumen stop,,,,,,N,,,,
30234,8887,"{""type"":""Point"",""coordinates"":[151.530362028,-27.7531830394]}",Formal,48km SW Toowoomba,Toowoomba,QLD,Both,,N,,N,N,,N,bitumen both sides,,,,,,N,,,,
30235,8888,"{""type"":""Point"",""coordinates"":[152.101853129,-27.8200467509]}",Formal,38km SW Gatton,Gatton,QLD,Left,,N,,N,N,,N,bitumen stop,,,,,,N,,,,
30236,8889,"{""type"":""Point"",""coordinates"":[151.167450532,-28.1874961658]}",Formal,30km N Inglewood,Inglewood,QLD,Right,,N,,N,N,,N,bitumen old cway,,,,,,N,,,,
30237,8890,"{""type"":""Point"",""coordinates"":[153.1021055,-27.7772613931]}",Formal,1km S Logan Village,Logan Village,QLD,Left,,N,,N,N,,N,bitumen stop,,,,,,N,,,,
30238,8891,"{""type"":""Point"",""coordinates"":[152.508183778,-27.362960167]}",Formal,19.5km NW Fernvale,Fernvale,QLD,Both,,N,,N,N,,N,"bitumen stop, RHS",,,,,,N,,,,
30239,8892,"{""type"":""Point"",""coordinates"":[146.617209,-21.4213189998]}",Formal,30km NW Belyando Crossing,Belyando Crossing,QLD,Both,,N,,N,N,,N,large bitumen both sides,,,,,,N,,,,
30240,8893,"{""type"":""Point"",""coordinates"":[146.524171,-21.2724070004]}",Formal,51.5km NW Belyando Crossing,Belyando Crossing,QLD,Both,,N,,N,N,,N,large bitumen both sides,,,,,,N,,,,
30241,8894,"{""type"":""Point"",""coordinates"":[146.437105,-21.0987380009]}",Formal,73.7km NW Belyando Crossing,Belyando Crossing,QLD,Both,,N,,N,N,,N,large bitumen both sides,,,,,,N,,,,
30242,8896,"{""type"":""Point"",""coordinates"":[146.413262,-20.9760339985]}",Formal,87km NW Belyando Crossing,Belyando Crossing,QLD,Both,,N,,Y,Y,,Y,large wide bit HV,,,,,,N,,,,
30243,8898,"{""type"":""Point"",""coordinates"":[146.212024,-19.8928460004]}",Formal,25km N Charters Towers,Charters Towers,QLD,Both,,N,,N,N,,N,both sides,,,,,,N,,,,
30244,8899,"{""type"":""Point"",""coordinates"":[146.048431,-19.8144240003]}",Formal,45.5km N Charters Towers,Charters Towers,QLD,Left,,N,,N,N,,N,bitumen stop,,,,,,N,,,,
30245,8900,"{""type"":""Point"",""coordinates"":[146.038542,-19.8168369993]}",Formal,46.6km N Charters Towers,Charters Towers,QLD,Right,,N,,N,N,,N,bitumen stop,,,,,,N,,,,
30246,8901,"{""type"":""Point"",""coordinates"":[145.868574163,-19.7039067897]}",Formal,69.5km N Charters Towers,Charters Towers,QLD,Both,,Y,,Y,Y,,Y,bit HV rest area,,,,,,N,,,,
30247,8902,"{""type"":""Point"",""coordinates"":[145.353164,-19.1486679998]}",Formal,98km E The  Lynd,The  Lynd,QLD,Both,,Y,,Y,Y,,Y,large bitumen HV rest area,,,,,,N,,,,
30248,8903,"{""type"":""Point"",""coordinates"":[145.496705,-17.28513]}",Formal,3.7km SE Atherton,Atherton,QLD,Both,,Y,,N,Y,,Y,HV & Motorist rest area,,,,,,N,,,,
30249,8906,"{""type"":""Point"",""coordinates"":[144.29551,-34.6317]}",Formal,56km from Hay and  76km to Balranald,HAY,NSW,BOTH,,Y,N,,Y,Y,Y,,STURT HIGHWAY,Ravensworth - Eastbound,N,N,N,,,,,
30250,8907,"{""type"":""Point"",""coordinates"":[147.5275,-33.75625]}",Formal,38km from West Wyalong,WEDDIN,NSW,BOTH,,N,N,,N,Y,N,,NEWELL HIGHWAY,Truck parking bay junction of HW6 & HW17.,N,N,N,,,,,
30251,8908,"{""type"":""Point"",""coordinates"":[150.63307,-33.53773]}",Formal,62.8km from Lithgow,HAWKESBURY,NSW,BOTH,,N,Y,,Y,Y,N,,BELLS LINE OF RD,Bellbird Hill Reserve,N,N,N,,,,,
30252,8910,"{""type"":""Point"",""coordinates"":[147.16889,-31.5482]}",Formal,0.7km NorthWest of Nyngan,BOGAN,NSW,,,N,N,,N,Y,N,,MITCHELL HIGHWAY,Nyngan-West approach-Southeast bound,N,N,N,,,,,
30253,8911,"{""type"":""Point"",""coordinates"":[144.2941,-34.63206]}",Formal,56km from Hay and  76km to Balranald,HAY,NSW,BOTH,,N,N,,Y,Y,Y,,STURT HIGHWAY,Ravensworth - Westbound,N,N,N,,,,,
30254,8913,"{""type"":""Point"",""coordinates"":[146.70842,-31.5483]}",Formal,47.2km West of Nyngan,BOGAN,NSW,,,Y,Y,,Y,Y,Y,,BARRIER HIGHWAY,White Rock Road Turn off,N,N,N,,,,,
30255,8914,"{""type"":""Point"",""coordinates"":[150.90183,-31.2972]}",Formal,132.3km North of Muswellbrook,TAMWORTH,NSW,BOTH,,Y,N,,Y,Y,Y,,NEW ENGLAND HIGHWAY,Goonoo Goonoo,N,Y,N,,,,,
30256,8915,"{""type"":""Point"",""coordinates"":[146.41595,-34.708]}",Formal,16km from Narrandera and 158km to Hay,NARRANDERA,NSW,BOTH,,N,N,,Y,Y,Y,,STURT HIGHWAY,Yanco Creek Rest Area,N,Y,N,,,,,
30257,8916,"{""type"":""Point"",""coordinates"":[147.05344,-35.0612]}",Formal,32km from Wagga Wagga and  66km to Narrandera,WAGGA WAGGA,NSW,BOTH,,Y,N,,Y,Y,Y,Y,STURT HIGHWAY,Berry Jerry Rest Area,N,Y,N,,,,,
30258,8917,"{""type"":""Point"",""coordinates"":[150.83264,-34.6348]}",Formal,5.5km North of Kiama,SHELLHARBOUR,NSW,,,Y,Y,,Y,Y,Y,,NB FROM NTH KIAMA DR,Wirriwin Rest Area Nth Kiama Bypass N/B,N,Y,Y,,,,,
30259,8919,"{""type"":""Point"",""coordinates"":[153.52543,-28.41424]}",Formal,59.3km North of Ballina,BYRON,NSW,,,Y,Y,,Y,Y,Y,,PACIFIC HIGHWAY,Sleepy Hollow Southbound,N,Y,N,,,,,
30260,8921,"{""type"":""Point"",""coordinates"":[148.63942,-31.81827]}",Formal,8.7km South of Gilgrandra,GILGANDRA,NSW,BOTH,,Y,N,,N,Y,Y,,NEWELL HIGHWAY,Marthaguy Rest Area,N,Y,N,,,,,
30261,8922,"{""type"":""Point"",""coordinates"":[147.31787,-34.03157]}",Formal,51km from Temora and 18km to West Wyalong,BLAND,NSW,BOTH,,N,N,,N,Y,N,,GOLDFIELDS WAY,,N,N,N,,,,,
30262,8923,"{""type"":""Point"",""coordinates"":[148.02308,-33.36342]}",Formal,North Forbes,FORBES,NSW,BOTH,,N,N,,N,Y,N,,PARKES RD,,N,N,N,,,,,
30263,8924,"{""type"":""Point"",""coordinates"":[143.40072,-34.62197]}",Formal,15km from Balranald and  64km to Euston,BALRANALD,NSW,BOTH,,N,N,,N,Y,Y,,STURT HIGHWAY,Prungle Mail,N,Y,N,,,,,
30264,8925,"{""type"":""Point"",""coordinates"":[148.43432,-32.39193]}",Formal,22.5km from Dubbo (SH7),NARROMINE,NSW,BOTH,,N,N,,N,Y,Y,,NEWELL HIGHWAY,,N,N,N,,,,,
30265,8926,"{""type"":""Point"",""coordinates"":[149.02386,-34.95075]}",Formal,41km from Canberra and 17km to near Yass,YASS VALLEY,NSW,,,N,N,,N,Y,N,Y,BARTON HIGHWAY,600m East of McClungs Lane,N,N,N,,,,,
30266,8927,"{""type"":""Point"",""coordinates"":[150.69762,-34.20507]}",Formal,22km South of Campbelltown,WOLLONDILLY,NSW,,,N,N,,N,N,N,,HUME HIGHWAY,Nth of Moolgun Bridge N/B,N,N,N,,,,,
30267,8928,"{""type"":""Point"",""coordinates"":[149.53673,-30.696]}",Formal,54.7km South of Narrabri,NARRABRI,NSW,BOTH,,Y,Y,,Y,Y,N,,NEWELL HIGHWAY,Yarraman Rest Area,N,N,N,,,,,
30268,8930,"{""type"":""Point"",""coordinates"":[150.56866,-29.54299]}",Formal,0.7km West of Warialda,GWYDIR,NSW,BOTH,,Y,N,,Y,Y,Y,,MOREE ROAD,Warialda Apex Park,Y,N,N,,,,,
30269,8931,"{""type"":""Point"",""coordinates"":[151.63909,-32.81188]}",Formal,15.38km from Maitland,NEWCASTLE,NSW,,,Y,Y,,Y,Y,Y,NULL,JOHN RENSHAW DR,Beresfield Service Centre,N,N,N,,,,,
30270,8933,"{""type"":""Point"",""coordinates"":[150.5726,-33.51225]}",Formal,54.1km from Lithgow,HAWKESBURY,NSW,BOTH,,N,N,,N,N,N,,BELLS LINE OF RD,,N,N,N,,,,,
30271,8934,"{""type"":""Point"",""coordinates"":[148.17482,-33.11264]}",Formal,North Parkes (80km Speed Signs),PARKES,NSW,BOTH,,Y,N,,Y,Y,Y,,DUBBO RD,North Parkes,N,Y,N,,,,,
30272,8935,"{""type"":""Point"",""coordinates"":[149.79986,-29.73666]}",Formal,32.8km South of Moree (Heber St),MOREE PLAINS,NSW,BOTH,,N,N,,N,Y,Y,,NEWELL HIGHWAY,Gurley Parking Area,N,Y,N,,,,,
30273,8936,"{""type"":""Point"",""coordinates"":[150.6163,-30.42085]}",Formal,40.3km North of Tamworth (3.2km South of Barraba),TAMWORTH,NSW,BOTH,,Y,Y,,Y,Y,Y,,TAMWORTH-YETMAN RD,Lions Park - Barraba,N,N,N,,,,,
30274,8937,"{""type"":""Point"",""coordinates"":[146.35969,-30.00391]}",Formal,43km From Bourke,BOURKE,NSW,BOTH,,N,N,,N,Y,Y,,KAMILAROI HIGHWAY,Beemery,N,Y,N,,,,,
30275,8938,"{""type"":""Point"",""coordinates"":[148.98542,-34.83207]}",Formal,74km from Goulburn and  15km to Yass,YASS VALLEY,NSW,,,N,N,,N,Y,N,Y,HUME HIGHWAY,Manton Ridge,N,N,N,,,,,
30276,8940,"{""type"":""Point"",""coordinates"":[149.40501,-33.42441]}",Formal,16.2km from Bathurst,BATHURST REGIONAL,NSW,BOTH,,N,N,,N,Y,N,,MITCHELL HIGHWAY,,N,N,N,,,,,
30277,8942,"{""type"":""Point"",""coordinates"":[149.78863,-29.85596]}",Formal,46.2km South of Moree,NARRABRI,NSW,BOTH,,N,N,,N,Y,N,,NEWELL HIGHWAY,North of Tookey Ck Truck Park,N,N,N,,,,,
30278,8944,"{""type"":""Point"",""coordinates"":[149.07905,-31.42722]}",Formal,37.6km South of Coonabarabran,COONABARABRAN,NSW,BOTH,,N,N,,N,Y,Y,,NEWELL HIGHWAY,Spire View Rest Area,N,Y,N,,,,,
30279,8946,"{""type"":""Point"",""coordinates"":[148.43515,-34.81593]}",Formal,52km from Yass and 50km to Gundagai,HILLTOPS,NSW,,,N,N,,N,Y,N,N,HUME HIGHWAY,Steam Engine Hill,N,N,N,,,,,
30280,8947,"{""type"":""Point"",""coordinates"":[150.60246,-33.51646]}",Formal,57km from Lithgow,HAWKESBURY,NSW,BOTH,,N,N,,N,N,N,,BELLS LINE OF RD,Bilpin Information Centre,N,N,N,,,,,
30281,8951,"{""type"":""Point"",""coordinates"":[145.93304,-30.11969]}",Formal,2.1km South of Bourke,BOURKE,NSW,BOTH,,N,N,,N,Y,N,,WILCANNIA-BOURKE RD,South approach Bourke,N,N,N,,,,,
30282,8952,"{""type"":""Point"",""coordinates"":[148.21829,-34.88868]}",Formal,76km from Yass and  26km to Gundagai,COOTAMUNDRA-GUNDAGAI REGIONAL,NSW,,,N,N,,N,Y,N,Y,HUME HIGHWAY-NTH COOLAC INTERCHANGE,Mungi Mungi Hill,N,N,N,,,,,
30283,8953,"{""type"":""Point"",""coordinates"":[149.52486,-30.72244]}",Formal,51.5km South of Narrabri,NARRABRI,NSW,BOTH,,N,Y,,N,Y,Y,,NEWELL HIGHWAY,Pilliga Rest Area,N,Y,N,,,,,
30284,8955,"{""type"":""Point"",""coordinates"":[150.05719,-29.03578]}",Formal,55.5km North of Moree,MOREE PLAINS,NSW,BOTH,,N,N,,N,Y,Y,,NEWELL HIGHWAY,Kiga Bore Rest Area S/B,N,N,N,,,,,
30285,8957,"{""type"":""Point"",""coordinates"":[147.43543,-35.65675]}",Formal,100km from Gundagai and  79km to Albury,GREATER HUME,NSW,,,N,N,,N,Y,N,,HUME HIGHWAY,Garryowen,N,Y,N,,,,,
30286,8958,"{""type"":""Point"",""coordinates"":[150.18741,-30.9231]}",Formal,9.2km North of Gunnedah,GUNNEDAH,NSW,BOTH,,N,N,,N,Y,N,,KAMILAROI HIGHWAY,Greenwood Grange,N,N,N,,,,,
30287,8959,"{""type"":""Point"",""coordinates"":[145.28118,-31.54336]}",Formal,53.6km West of Cobar,COBAR,NSW,,,N,N,,N,Y,N,,BARRIER HIGHWAY,,N,N,N,,,,,
30288,8960,"{""type"":""Point"",""coordinates"":[152.32438,-30.42511]}",Formal,50.3km West of Dorrigo,ARMIDALE REGIONAL,NSW,BOTH,,N,N,,N,Y,Y,,WATERFALL WAY,Snowy Range,N,N,N,,,,,
30289,8961,"{""type"":""Point"",""coordinates"":[149.86311,-36.47558]}",Formal,29km North of Bega,BEGA VALLEY,NSW,,,N,Y,,Y,Y,Y,N,PRINCES HIGHWAY,Quaama Rest Area N/B,N,N,N,,,,,
30290,9158,"{""type"":""Point"",""coordinates"":[134.1856,-28.4249]}",Formal,,,SA,,,N,N,Y,N,Y,Y,,STUART HIGHWAY,,,,,,,,,
30291,8962,"{""type"":""Point"",""coordinates"":[150.1309,-35.84486]}",Formal,17km South of Batemans Bay,EUROBODALLA,NSW,BOTH,,Y,N,,N,Y,Y,,PRINCES HIGHWAY,Rest Area Broulee Rd N/B,N,N,N,,,,,
30292,8964,"{""type"":""Point"",""coordinates"":[149.85784,-32.95856]}",Formal,64km from Mudgee turnoff,MID WESTERN REGIONAL,NSW,BOTH,,Y,N,,Y,Y,Y,,CASTLEREAGH HIGHWAY,Ilford Coach Stop & Information Bay,N,N,N,,,,,
30293,8966,"{""type"":""Point"",""coordinates"":[148.50863,-32.32997]}",Formal,12.69km from Dubbo (SH7),DUBBO REGIONAL,NSW,BOTH,,N,N,,N,Y,Y,,NEWELL HIGHWAY,Panai Ave,N,Y,N,,,,,
30294,8967,"{""type"":""Point"",""coordinates"":[145.83558,-33.3209]}",Formal,39km from Hillston and  216km to Cobar,COBAR,NSW,BOTH,,N,N,,N,Y,N,,KIDMAN WAY,,N,N,N,,,,,
30295,8968,"{""type"":""Point"",""coordinates"":[152.72581,-30.37503]}",Formal,24.5km west of Bellingen,BELLINGEN,NSW,,,Y,N,,N,Y,N,,WATERFALL WAY,Mountain Top Picnic Area,N,N,N,,,,,
30296,8969,"{""type"":""Point"",""coordinates"":[149.10955,-34.8159]}",Formal,62km South of Goulburn,UPPER LACHLAN,NSW,,,Y,Y,,Y,Y,Y,,HUME HIGHWAY,Mundoonan Rest Area S/B,Y,Y,N,,,,,
30297,8970,"{""type"":""Point"",""coordinates"":[150.03332,-30.63631]}",Formal,45.7km South of Narrabri (Newell Hwy),NARRABRI,NSW,BOTH,,N,N,,N,Y,Y,,KAMILAROI HIGHWAY,,N,Y,N,,,,,
30298,8971,"{""type"":""Point"",""coordinates"":[150.60699,-30.3708]}",Formal,1.1km North of Barraba,TAMWORTH,NSW,BOTH,,Y,N,,N,Y,Y,,QUEEN STREET,Lillis Lane - Barraba Show Ground,N,N,N,,,,,
30299,8974,"{""type"":""Point"",""coordinates"":[149.28211,-36.51503]}",Formal,At Nimmitabel,SNOWY MONARO REGIONAL,NSW,BOTH,,Y,Y,,Y,Y,Y,,BOMBALA ST,Lake Williams Nimmtabel N/B,Y,Y,N,,,,,
30300,8975,"{""type"":""Point"",""coordinates"":[145.53221,-33.50452]}",Formal,108km from Griffith and  2km to Hillston,CARRATHOOL,NSW,BOTH,,Y,Y,,Y,Y,Y,,KIDMAN WAY,Hillston Rest Area,N,Y,N,,,,,
30301,8976,"{""type"":""Point"",""coordinates"":[149.93362,-32.05358]}",Formal,47.7km from Merriwa,UPPER HUNTER,NSW,BOTH,,Y,Y,,Y,Y,Y,NULL,GOLDEN HIGHWAY,Cassilis Park Rest Area,N,Y,N,,,,,
30302,8977,"{""type"":""Point"",""coordinates"":[150.00993,-29.18249]}",Formal,38.4km North of Moree,MOREE PLAINS,NSW,BOTH,,N,N,,N,Y,Y,,NEWELL HIGHWAY,Gil Gil Creek Rest Area S/B,N,Y,N,,,,,
30303,8978,"{""type"":""Point"",""coordinates"":[151.33861,-32.65565]}",Formal,1.2 km from Branxton,SINGLETON,NSW,,,Y,Y,,Y,Y,Y,NULL,HUNTER EXPRESSWAY,Branxton Truck Rest Area,N,N,N,,,,,
30304,8979,"{""type"":""Point"",""coordinates"":[149.21036,-32.1059]}",Formal,67.81km East of Dubbo (Bourke St),COONABARABRAN,NSW,BOTH,,N,N,,N,Y,N,,DUNEDOO-DUBBO RD,,N,Y,N,,,,,
30305,8980,"{""type"":""Point"",""coordinates"":[148.58456,-29.54994]}",Formal,0.35km East of Collarenebri,WALGETT,NSW,BOTH,,N,N,,N,Y,N,,MOREE RD,,N,N,N,,,,,
30306,8981,"{""type"":""Point"",""coordinates"":[148.8907,-32.91154]}",Formal,22km West of Molong,CABONNE,NSW,BOTH,,Y,Y,,Y,Y,Y,,MITCHELL HIGHWAY,Larras Lee,N,Y,N,,,,,
30307,8982,"{""type"":""Point"",""coordinates"":[150.28501,-33.63709]}",Formal,29.1km from Lithgow,BLUE MOUNTAINS,NSW,BOTH,,N,N,,N,Y,N,,GREAT WESTERN HWY,Neates Park,N,N,N,,,,,
30308,8985,"{""type"":""Point"",""coordinates"":[149.50309,-36.61386]}",Formal,6km West of Bemboka,BEGA VALLEY,NSW,BOTH,,N,N,,N,Y,N,,SNOWY MOUNTAINS HIGHWAY,Nunnock River Uncoupling Bay,N,N,N,,,,,
30309,8987,"{""type"":""Point"",""coordinates"":[143.61644,-31.70654]}",Formal,65.4km West of Emmdale,CENTRAL DARLING,NSW,BOTH,,N,N,,N,Y,N,,BARRIER HIGHWAY,,N,N,N,,,,,
30310,8989,"{""type"":""Point"",""coordinates"":[146.22069,-31.53063]}",Formal,94.25km West of Nyngan,COBAR,NSW,,,N,N,,N,Y,N,,BARRIER HIGHWAY,,N,N,N,,,,,
30311,8990,"{""type"":""Point"",""coordinates"":[148.94115,-32.53953]}",Formal,Wellington,DUBBO REGIONAL,NSW,BOTH,,N,N,,N,Y,N,,DUBBO RD,,N,N,N,,,,,
30312,8991,"{""type"":""Point"",""coordinates"":[148.45685,-31.2267]}",Formal,63.9km North of Gilgandra (SH17),COONAMBLE,NSW,BOTH,,N,N,,N,Y,Y,,CASTLEREAGH HIGHWAY,John Oxley Rest Area,N,Y,N,,,,,
30313,8992,"{""type"":""Point"",""coordinates"":[141.13474,-32.04103]}",Formal,35.9km West of Broken Hill,UNINCORPORATED NSW,NSW,,,Y,Y,,N,Y,Y,,BARRIER HIGHWAY,,N,Y,N,,,,,
30314,8993,"{""type"":""Point"",""coordinates"":[150.55195,-33.69732]}",Formal,69.1km from Lithgow,BLUE MOUNTAINS,NSW,,,N,N,,N,Y,N,,GREAT WESTERN HWY,Buttenshaw Park Faulconbridge,N,N,N,,,,,
30315,8994,"{""type"":""Point"",""coordinates"":[146.70313,-31.01534]}",Formal,1km NorthWest of Coolabah,BOGAN,NSW,,,N,N,,N,Y,N,,MITCHELL HIGHWAY,NW approach Coolabah Northeast bound,N,N,N,,,,,
